File:,D:\04.Project\13.고성능차량하중이동제어\04.Logic\JSNDCT_CorneringLogicAdded\TuningTool\JSNDCT_Cornering.spm
Project:,
System:,
User:,
Vehicle:,
Vehicle Type:,
Date Time:,
Comment:,

Recording Time:,2020-08-26 수 AM 11:36:35 ~ 2020-08-26 수 AM 11:38:16
Save Time:,0.000 ~ 100.460 sec

,[FLAG],[VALUE],1.leu8VehicleSpd,2.lou8FlagRoll,3.ldu8FlagDive,4.lsu8FlagAdSquat,5.lsu8FlagDecAdSquat,6.lsu8FlagNoseDwAdSquat,7.lnu8FlagTurn,8.lcu8FlagCornering,9.lcs8DfCornering[0],10.lis8DfOffset[0],11.lcs8DfCornering[1],12.lcs8DfCornering[2],13.lcs8DfCornering[3],14.lis8DfOffset[1],15.lis8DfOffset[2],16.lis8DfOffset[3]
0.240,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.250,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.260,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.270,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.280,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.290,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.300,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.310,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.320,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.330,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.340,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.350,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.360,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.370,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.380,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.390,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.400,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.410,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.420,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.430,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.440,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.450,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.460,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.470,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.480,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.490,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.500,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.510,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.520,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.530,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.540,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.550,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.560,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.570,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.580,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.590,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.600,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.610,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.620,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.630,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.640,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.650,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.660,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.670,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.680,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.690,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.700,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.710,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.720,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.730,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.740,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.750,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.760,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.770,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.780,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.790,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.800,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.810,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.820,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.830,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.840,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.850,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.860,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.870,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.880,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.890,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.900,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.910,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.920,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.930,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.940,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.950,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.960,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.970,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.980,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.990,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.010,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.020,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.030,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.040,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.050,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.060,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.070,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.080,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.090,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.100,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.110,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.120,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.130,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.140,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.150,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.160,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.170,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.180,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.190,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.200,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.210,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.220,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.230,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.240,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.250,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.260,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.270,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.280,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.290,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.300,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.310,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.320,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.330,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.340,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.350,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.360,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.370,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.380,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.390,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.400,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.410,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.420,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.430,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.440,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.450,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.460,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.470,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.480,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.490,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.500,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.510,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.520,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.530,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.540,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.550,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.560,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.570,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.580,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.590,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.600,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.610,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.620,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.630,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.640,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.650,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.660,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.670,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.680,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.690,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.700,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.710,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.720,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.730,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.740,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.750,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.760,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.770,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.780,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.790,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.800,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.810,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.820,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.830,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.840,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.850,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.860,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.870,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.880,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.890,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.900,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.910,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.920,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.930,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.940,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.950,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.960,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.970,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.990,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.000,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.010,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.020,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.030,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.040,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.050,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.060,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.070,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.080,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.090,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.100,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.110,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.120,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.130,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.140,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.150,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.160,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.170,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.180,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.190,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.200,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.210,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.220,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.230,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.240,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.250,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.260,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.270,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.280,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.290,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.300,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.310,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.320,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.330,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.340,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.350,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.360,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.370,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.380,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.390,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.400,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.410,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.420,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.430,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.440,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.450,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.460,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.470,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.480,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.490,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.500,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.510,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.520,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.530,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.540,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.550,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.560,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.570,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.580,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.590,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.600,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.610,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.620,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.630,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.640,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.650,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.660,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.670,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.680,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.690,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.700,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.710,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.720,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.730,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.740,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.750,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.760,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.770,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.780,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.790,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.800,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.810,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.820,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.830,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.840,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.850,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.860,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.870,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.880,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.890,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.900,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.910,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.920,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.930,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.940,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.950,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.960,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.970,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.980,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.990,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.000,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.010,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.020,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.030,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.040,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.050,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.060,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.070,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.080,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.090,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.100,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.110,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.120,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.130,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.140,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.150,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.160,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.170,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.180,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.190,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.200,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.210,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.220,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.230,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.240,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.250,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.260,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.270,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.280,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.290,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.300,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.310,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.320,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.330,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.340,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.350,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.360,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.370,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.380,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.390,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.400,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.410,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.420,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.430,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
